Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,Market Cap
535755,Aditya Birla Fashion and Retail Limited,ABFRL,Aditya Birla Fashion and Retail Ltd,Active,A,10,INE647O01011,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,356948097406
539268,Syngene International Limited,SYNGENE,Syngene International Ltd,Active,A,10,INE398R01022,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",352009978152
543664,KAYNES TECHNOLOGY INDIA LIMITED,KAYNES,Kaynes Technology India Ltd,Active,A,10,INE918Z01012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,359740471200
500163,Godfrey Phillips India Ltd.,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,Active,A,2,INE260B01028,Cigarettes & Tobacco Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,349865300000
500042,BASF India Ltd,BASF,BASF INDIA LTD.,Active,A,10,INE373A01013,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,346631405120
542216,DALMIA BHARAT LIMITED,DALBHARAT,Dalmia Bharat Ltd,Active,A,2,INE00R701025,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,343971650497
500164,Godrej Industries Ltd.,GODREJIND,GODREJ INDUSTRIES LTD.,Active,A,1,INE233A01035,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,347881670042
501301,Tata Investment Corporation Ltd.,TATAINVEST,TATA INVESTMENT CORPORATION LTD.,Active,A,10,INE672A01018,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,345464571840
540769,The New India Assurance Company Limited,NIACL,The New India Assurance Company Ltd,Active,A,5,INE470Y01017,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance,345453751953
500092,CRISIL Ltd.,CRISIL,CRISIL LTD.,Active,A,1,INE007A01025,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,344074956200
500253,Lic Housing Finance Ltd.,LICHSGFIN,LIC HOUSING FINANCE LTD.,Active,A,2,INE115A01026,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,340158238650
543426,Metro Brands Limited,METROBRAND,Metro Brands Ltd,Active,A,5,INE317I01021,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,334714842478
534091,Multi Commodity Exchange of India Ltd,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Active,A,10,INE745G01035,Exchange and Data Platform,Equity,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,333900980400
544179,Go Digit General Insurance Limited,GODIGIT,Go Digit General Insurance Ltd,Active,B,10,INE03JT01014,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance,334996817500
540153,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,Active,A,10,INE913H01037,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,333792824400
532644,J.K. CEMENT LTD,JKCEMENT,J.K.CEMENT LTD.,Active,A,10,INE823G01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,332462100000
543412,Star Health and Allied Insurance Company Limited,STARHEALTH,Star Health and Allied Insurance Company Ltd,Active,A,10,INE575P01011,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance,322574667300
500877,Apollo Tyres Ltd,APOLLOTYRE,APOLLO TYRES LTD.,Active,A,1,INE438A01022,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,321075302797
543463,Vedant Fashions Limited,MANYAVAR,Vedant Fashions Ltd,Active,A,1,INE825V01034,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,320723967974
500040,ADITYA BIRLA REAL ESTATE LIMITED,ABREL,Aditya Birla Real Estate Ltd,Active,A,10,INE055A01016,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,335741800447
532514,Indraprashtha Gas Ltd.,IGL,INDRAPRASTHA GAS LTD.,Active,A,2,INE203G01027,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,316190400000
532889,K.P.R. Mill Ltd.,KPRMILL,K.P.R. Mill Limited,Active,A,1,INE930H01031,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,316126669554
543064,SUVEN PHARMACEUTICALS LIMITED,SUVENPHAR,Suven Pharmaceuticals Ltd,Active,A,1,INE03QK01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,315825949399
539177,Authum Investment & Infrastructure Limited,AIIL,Authum Investment & Infrastructure Ltd,Active,A,1,INE206F01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),310806497583
532929,Brigade Enterprises Limited,BRIGADE,BRIGADE ENTERPRISES LTD.,Active,A,10,INE791I01019,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",311385982500
513599,Hindustan Copper Ltd.,HINDCOPPER,HINDUSTAN COPPER LTD.,Active,A,5,INE531E01026,Copper,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Copper,316349885655
541153,Bandhan Bank Limited,BANDHANBNK,Bandhan Bank Ltd,Active,A,10,INE545U01014,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,309049262917
531162,Emami Ltd,EMAMILTD,EMAMI LTD.-$,Active,A,1,INE548C01032,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,306397958333
500184,Himadri Speciality Chemical Ltd.,HSCL,Himadri Speciality Chemical Ltd,Active,A,1,INE019C01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,306115682596
532733,SUN TV NETWORK LIMITED,SUNTV,SUN TV NETWORK LTD.,Active,A,5,INE424H01027,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,299169333711
520056,TVS Holdings Limited,TVSHLTD,TVS Holdings Ltd,Active,A,5,INE105A01035,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,298864600000
500238,Whirlpool of India Ltd,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,Active,A,10,INE716A01013,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,296607300000
543635,PIRAMAL PHARMA LIMITED,PPLPHARMA,Piramal Pharma Ltd,Active,A,10,INE0DK501011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,297106719354
506285,Bayer CropScience Limited.,BAYERCROP,BAYER CROPSCIENCE LTD.,Active,A,10,INE462A01022,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,295013695500
543529,Delhivery Limited,DELHIVERY,Delhivery Ltd,Active,A,1,INE148O01028,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,294212149012
500403,Sundram Fasteners Ltd.,SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A,1,INE387A01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,292172884474
534309,NBCC (India) Limited,NBCC,NBCC (India) Ltd,Active,A,1,INE095N01031,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,291597122556
506943,J.B. Chemicals & Pharmaceuticals Lt,JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICALS LTD.,Active,A,1,INE572A01036,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,295718617600
524000,POONAWALLA FINCORP LIMITED,POONAWALLA,Poonawalla Fincorp Ltd,Active,A,2,INE511C01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),292197785832
500109,Mangalore Refinery & Petrochemicals,MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,Active,A,10,INE103A01014,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,290281906698
532497,Radico Khaitan Ltd.,RADICO,RADICO KHAITAN LTD.,Active,A,2,INE944F01028,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,296284823500
543654,Global Health Limited,MEDANTA,Global Health Ltd,Active,A,2,INE474Q01031,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,286002981000
507815,Gillette India Ltd.,GILLETTE,GILLETTE INDIA LTD.,Active,A,10,INE322A01010,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,285268330965
544210,Emcure Pharmaceuticals Limited,EMCURE,Emcure Pharmaceuticals Ltd,Active,B,10,INE168P01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,281860049560
543498,Motherson Sumi Wiring India Limited,MSUMI,Motherson Sumi Wiring India Ltd,Active,A,1,INE0FS801015,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,283568900095
539524,Dr. Lal Pathlabs Limited,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,A,10,INE600L01024,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,279459321350
543235,ANGEL ONE LIMITED,ANGELONE,Angel One Ltd,Active,A,10,INE732I01013,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,280677006437
539083,Inox Wind Limited,INOXWIND,Inox Wind Ltd,Active,A,10,INE066P01011,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,288852495000
513375,Carborundum Universal Ltd.,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,Active,A,1,INE120A01034,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,280478273938
541179,ICICI Securities Limited,ISEC,ICICI Securities Ltd,Active,A,5,INE763G01038,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,279244490468
522113,Timken India Ltd,TIMKEN,TIMKEN INDIA LTD.,Active,A,10,INE325A01013,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,274221200000
542920,SUMITOMO CHEMICAL INDIA LIMITED,SUMICHEM,Sumitomo Chemical India Ltd,Active,A,10,INE258G01013,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,272808021586
533023,ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd,Active,A,5,INE342J01019,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,270065145935
500770,Tata Chemicals Ltd,TATACHEM,TATA CHEMICALS LTD.,Active,A,10,INE092A01019,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,277200726368
506076,Grindwell Norton Ltd.,GRINDWELL,GRINDWELL NORTON LTD.-$,Active,A,5,INE536A01023,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,271153280000
532714,KEC International Ltd.,KEC,KEC INTERNATIONAL LTD.,Active,A,2,INE389H01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,263538000000
543245,Gland Pharma Limited,GLAND,Gland Pharma Ltd,Active,A,1,INE068V01023,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,271848550629
500084,CESC Limited,CESC,CESC LTD.,Active,A,1,INE486A01021,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities,261177100000
500472,SKF India Ltd.,SKFINDIA,SKF India Ltd,Active,A,10,INE640A01023,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,263556173691
539876,Crompton Greaves Consumer Electricals Limited,CROMPTON,Crompton Greaves Consumer Electricals Ltd,Active,A,2,INE299U01018,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,263191376050
539551,Narayana Hrudayalaya Limited,NH,Narayana Hrudayalaya Ltd,Active,A,10,INE410P01011,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,259338200000
515055,Anant Raj Limited,ANANTRAJ,Anant Raj Limited-$,Active,A,2,INE242C01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",262247300000
540222,Laurus Labs Limited,LAURUSLABS,Laurus Labs Ltd,Active,A,2,INE947Q01028,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,256181500000
531531,Hatsun Agro Products Ltd.,HATSUN,HATSUN AGRO PRODUCT LTD.,Active,A,1,INE473B01035,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,258610776300
543663,Five-Star Business Finance Ltd.,FIVESTAR,Five-Star Business Finance Ltd,Active,A,1,INE128S01021,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),258835931745
500680,Pfizer Ltd.,PFIZER,PFIZER LTD.,Active,A,10,INE182A01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,260304583700
500008,Amara Raja Energy & Mobility Limited,ARE&M,Amara Raja Energy & Mobility Ltd,Active,A,1,INE885A01032,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,245684100000
500003,Aegis Logistics Ltd.,AEGISLOG,AEGIS LOGISTICS LTD.,Active,A,1,INE208C01025,Trading - Gas,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Trading - Gas,254562800000
544081,Jyoti CNC Automation Limited,JYOTICNC,Jyoti CNC Automation Ltd,Active,B,2,INE980O01024,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,253121910300
543988,Nuvama Wealth Management Limited,NUVAMA,Nuvama Wealth Management Ltd,Active,B,10,INE531F01015,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,254909445570
520111,Ratnamani Metals & Tubes Ltd,RATNAMANI,RATNAMANI METALS & TUBES LTD.-$,Active,A,2,INE703B01027,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,255667600000
533655,Triveni Turbine Limited,TRITURBINE,TRIVENI TURBINE LTD.,Active,A,1,INE152M01016,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,248261858900
543299,Shyam Metalics and Energy Limited,SHYAMMETL,Shyam Metalics and Energy Ltd,Active,A,10,INE810G01011,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,251633938546
500840,EIH Ltd,EIHOTEL,EIH LTD.,Active,A,2,INE230A01023,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,249364000000
524816,Natco Pharma Ltd.,NATCOPHARM,NATCO PHARMA LTD.,Active,A,2,INE987B01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,250574610200
531768,Poly Medicure Ltd,POLYMED,POLY MEDICURE LTD.,Active,A,5,INE205C01021,Medical Equipment & Supplies,Equity,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,247072805515
540173,PNB Housing Finance Limited,PNBHOUSING,PNB Housing Finance Ltd,Active,A,10,INE572E01012,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,242511340412
500302,Piramal Enterprises Limited,PEL,PIRAMAL ENTERPRISES LTD.,Active,A,2,INE140A01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),231999218800
543232,Computer Age Management Services Limited,CAMS,Computer Age Management Services Ltd,Active,A,10,INE596I01012,Depositories- Clearing Houses and Other Intermediaries,Equity,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",233186000885
500378,Jindal Saw Ltd.,JINDALSAW,JINDAL SAW LTD.,Active,A,1,INE324A01032,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,232480448050
500165,Kansai Nerolac Paints,KANSAINER,KANSAI NEROLAC PAINTS LTD.,Active,A,1,INE531A01024,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,232050300000
523610,ITI Limited (Indian Teleph.Ind.Ltd),ITI,ITI LTD.,Active,A,10,INE248A01017,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,230516761445
500027,Atul Limited.,ATUL,ATUL LTD.,Active,A,10,INE100A01010,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,228894900000
532809,Firstsource Solutions Ltd.,FSL,FIRSTSOURCE SOLUTIONS LTD.,Active,A,10,INE684F01012,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),228011325791
543653,Bikaji Foods International Limited,BIKAJI,Bikaji Foods International Ltd,Active,A,1,INE00E101023,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,228010250753
533573,ALEMBIC PHARMACEUTICALS LIMITED,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,Active,A,2,INE901L01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,228052500000
532702,Gujarat State Petronet Ltd.,GSPL,GUJARAT STATE PETRONET LTD.,Active,A,10,INE246F01010,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing,225712723677
540680,KIOCL Limited,KIOCL,KIOCL Ltd,Active,A,10,INE880L01014,Sponge Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,221951901000
500233,Kajaria Ceramics Ltd,KAJARIACER,KAJARIA CERAMICS LTD.,Active,A,1,INE217B01036,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,220859279536
542752,Affle (India) Limited,AFFLE,Affle (India) Ltd,Active,A,2,INE00WC01027,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,219420981500
543374,Aditya Birla Sun Life AMC Limited,ABSLAMC,Aditya Birla Sun Life AMC Ltd,Active,A,5,INE404A01024,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company,219696334800
533272,JUPITER WAGONS LIMITED,JWL,Jupiter Wagons Ltd,Active,A,10,INE209L01016,Railway Wagons,Equity,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons,222182300000
500870,Castrol India Ltd,CASTROLIND,CASTROL INDIA LTD.,Active,A,5,INE172A01027,Lubricants,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants,219861994458
543308,Krishna Institute of Medical Sciences Limited,KIMS,Krishna Institute of Medical Sciences Ltd,Active,A,2,INE967H01025,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,215017270654
543330,Devyani International Limited,DEVYANI,Devyani International Ltd,Active,A,1,INE872J01023,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,212182182037
543960,Concord Biotech Limited,CONCORDBIO,Concord Biotech Ltd,Active,A,1,INE338H01029,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,209928100284
540975,Aster DM Healthcare Limited,ASTERDM,Aster DM Healthcare Ltd,Active,A,10,INE914M01019,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,211524353681
522287,KALPATARU PROJECTS INTERNATIONAL LIMITED,KPIL,Kalpataru Projects International Ltd,Active,A,2,INE220B01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,210310900000
522074,Elgi Equipments Ltd.,ELGIEQUIP,ELGI EQUIPMENTS LTD.,Active,A,1,INE285A01027,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",208379800000
542011,Garden Reach Shipbuilders & Engineers Limited,GRSE,Garden Reach Shipbuilders & Engineers Ltd,Active,A,10,INE382Z01011,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,201257091600
541956,IRCON International Ltd,IRCON,IRCON International Ltd,Active,A,2,INE962Y01021,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,208886451994
532976,Jai Balaji Industries Limited,JAIBALAJI,JAI BALAJI INDUSTRIES LTD.,Active,B,10,INE091G01018,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,199272200000
540595,Tejas Networks Limited,TEJASNET,Tejas Networks Ltd,Active,A,10,INE010J01012,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,203903159024
500260,The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Limited,Active,A,1,INE331A01037,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,200848455000
532175,Cyient Limited,CYIENT,Cyient Limited,Active,A,5,INE136B01020,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,201344103000
543990,SIGNATUREGLOBAL (INDIA) LIMITED,SIGNATURE,Signatureglobal (India) Ltd,Active,A,1,INE903U01023,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",209360794000
532605,JBM Auto Limited,JBMA,JBM AUTO LTD.,Active,A,2,INE927D01044,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,202261700000
542141,Techno Electric & Engineering Company Limited,TECHNOE,Techno Electric & Engineering Company Ltd,Active,A,2,INE285K01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,201198135000
524200,Vinati Organics Ltd.,VINATIORGA,VINATI ORGANICS LTD.-$,Active,A,1,INE410B01037,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,200002100000
532756,CIE Automotive India Limited,CIEINDIA,CIE Automotive India Ltd,Active,A,10,INE536H01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,202503105089
500144,Finolex Cables Ltd.,FINCABLES,FINOLEX CABLES LTD.,Active,A,2,INE235A01022,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals,202453500000
534139,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,Active,A,2,INE839M01018,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,197260800000
500085,Chambal Fertilisers & Chemicals Ltd,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,Active,A,10,INE085A01013,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,197721860700
526612,Blue Dart Express Ltd.,BLUEDART,BLUE DART EXPRESS LTD.,Active,A,10,INE233B01017,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,199078514462
539006,PTC Industries Ltd.,PTCIL,PTC Industries Ltd,Active,B,10,INE596F01018,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products,193144684449
532784,Sobha Limited,SOBHA,Sobha Limited,Active,A,10,INE671H01015,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",197106100000
890205,Sobha Limited,SOBHAPP,Sobha Ltd,Active,A,10,IN9671H01013,,Equity,-,-,-,-,197106100000
532548,Century Plyboards (India) Ltd.,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Active,A,1,INE348B01021,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,197922800000
500294,NCC Limited,NCC,NCC Limited,Active,A,2,INE868B01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,195354788414
530517,Relaxo Footwears Ltd.,RELAXO,RELAXO FOOTWEARS LTD.-$,Active,A,1,INE131B01039,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,195354487875
543981,R R KABEL LIMITED,RRKABEL,R R Kabel Ltd,Active,A,5,INE777K01022,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals,194308462610
500940,Finolex Industries Ltd.,FINPIPE,FINOLEX INDUSTRIES LTD.,Active,A,2,INE183A01024,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,204043620000
544012,Cello World Limited,CELLO,Cello World Ltd,Active,B,5,INE0LMW01024,Houseware,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware,191903543416
524558,Neuland Laboratories Limited.,NEULANDLAB,NEULAND LABORATORIES LTD.,Active,A,10,INE794A01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,180841976352
532953,V-Guard Industries Ltd.,VGUARD,V-GUARD INDUSTRIES LTD.,Active,A,1,INE951I01027,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,191202497250
532926,JYOTHY LABS LIMITED,JYOTHYLAB,Jyothy Labs Ltd,Active,A,1,INE668F01031,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,187828957760
542399,Chalet Hotels Limited,CHALET,Chalet Hotels Ltd,Active,A,10,INE427F01016,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,190397728488
500183,HFCL LIMITED,HFCL,HFCL Ltd,Active,A,1,INE548A01028,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,187884564487
532636,IIFL FINANCE LIMITED,IIFL,IIFL Finance Ltd,Active,A,2,INE530B01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),190730491500
506820,AstraZeneca Pharma India Ltd.,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,Active,A,2,INE203A01020,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,188007500000
543335,Aptus Value Housing Finance India Limited,APTUS,Aptus Value Housing Finance India Ltd,Active,A,2,INE852O01025,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,187493488147
